12,3.31,0.13,0.02,0.64,0.01,7.297118745012995,0.07297118745012994,0.7865641900007176,0.055853372999990825
11,3.32,0.12,0.02,0.71,0.01,15.277017422995414,0.07638508711497707,0.9883477670009597,0.055853372999990825
10,3.29,0.14,0.01,0.54,0.01,23.683945650978785,0.07894648550326262,1.2151932289998513,0.055853372999990825
9,2.68,0.32,0.12,0.88,0.07,89.03865648797,0.222596641219925,2.7462280220006505,0.055853372999990825
8,2.6,0.33,0.14,0.78,0.07,147.26430926697867,0.29452861853395734,2.7462280220006505,0.055853372999990825
7,2.65,0.32,0.13,0.85,0.07,175.53183095297936,0.2925530515882989,2.7462280220006505,0.055853372999990825
6,2.53,0.34,0.18,0.7,0.1,198.27400545197634,0.28324857921710905,2.7462280220006505,0.055853372999990825
5,2.5,0.35,0.18,0.76,0.1,225.6001556389765,0.2820001945487206,3.951102753999294,0.055853372999990825
4,2.51,0.36,0.2,0.7,0.12,251.31105883597957,0.27923450981775505,3.951102753999294,0.055853372999990825
3,2.43,0.43,0.26,0.65,0.16,286.7336110269789,0.2867336110269789,3.951102753999294,0.055853372999990825
