6,10.56871337890625,0.20000000298023224,0.20792345702648163,0.22270114719867706,0.19583334028720856,2021-09-24 15:20:15.084557
16,9.694662148611886,0.1785714328289032,0.18994921445846558,0.20003831386566162,0.18125000596046448,2021-09-24 15:47:53.926342
26,16.495898818969728,0.05714285746216774,0.06341277062892914,0.06675324589014053,0.06041666865348816,2021-09-24 16:25:20.792179
36,5.420961706978934,0.15000000596046448,0.13406458497047424,0.14761772751808167,0.12291666120290756,2021-09-24 16:51:16.619070
46,28.39231605529785,0.04285714402794838,0.03830338642001152,0.03915461525321007,0.03750000149011612,2021-09-24 16:58:05.962315
56,26.39141638619559,0.0357142873108387,0.031249970197677612,0.03125,0.03125,2021-09-24 17:01:36.084961
66,3.441590942655291,0.05714285746216774,0.0,0.0,0.0,2021-09-24 17:03:00.949598
76,3.30641496522086,0.13571429252624512,0.0,0.0,0.0,2021-09-24 17:04:38.394454
86,3.42798331124442,0.04285714402794838,0.0,0.0,0.0,2021-09-24 17:06:10.865898
96,3.3058238506317137,0.11428571492433548,0.0,0.0,0.0,2021-09-24 17:08:00.730718
106,3.4175585542406353,0.05000000074505806,0.0,0.0,0.0,2021-09-24 17:09:41.645808
116,3.4574128014700753,0.04285714402794838,0.0,0.0,0.0,2021-09-24 17:11:24.556632
126,3.2745373930249895,0.15714286267757416,0.0,0.0,0.0,2021-09-24 17:13:32.062270

6,11.477426296327172,0.13109755516052246,0.12736909091472626,0.13558711111545563,0.1202957034111023,2021-09-25 05:28:14.230671
16,8.697909541246368,0.19207316637039185,0.18449202179908752,0.19827212393283844,0.17305107414722443,2021-09-25 06:29:46.288287
26,18.923923709528232,0.14735771715641022,0.14501485228538513,0.14775590598583221,0.14247311651706696,2021-09-25 07:51:20.575630
36,6.715454295398743,0.2815040647983551,0.2761787176132202,0.3065629303455353,0.2520161271095276,2021-09-25 08:46:27.227422
46,26.87354906593881,0.056910570710897446,0.05688360333442688,0.05698274448513985,0.056787632405757904,2021-09-25 09:00:13.474956
56,66.38515639886623,0.04065040498971939,0.040322545915842056,0.04032257944345474,0.04032257944345474,2021-09-25 09:07:05.448419
66,3.316500165598179,0.08841463178396225,0.01742280274629593,0.24193547666072845,0.009072580374777317,2021-09-25 09:09:20.769608
76,3.076208385994764,0.17174796760082245,0.02207348495721817,0.33870965242385864,0.011424730531871319,2021-09-25 09:12:02.698060
86,3.236048064580778,0.10772357881069183,0.017480304464697838,0.25806450843811035,0.009072580374777317,2021-09-25 09:14:27.915734
96,3.1781943968641078,0.13821138441562653,0.0194353386759758,0.29032254219055176,0.010080644860863686,2021-09-25 09:17:29.637947
106,3.297869858702993,0.08841463178396225,0.01742280274629593,0.24193547666072845,0.009072580374777317,2021-09-25 09:20:07.336237
116,3.315164277224037,0.09552845358848572,0.013685238547623158,0.22580642998218536,0.00705645140260458,2021-09-25 09:22:45.883833
126,3.1451567440498165,0.1565040647983551,0.027823584154248238,0.40322577953338623,0.014448923990130424,2021-09-25 09:26:15.298507

6,19.833678332242098,0.16249999403953552,0.15983934700489044,0.16126391291618347,0.1584821492433548,2021-09-25 22:03:12.931948
16,48.1865102594549,0.09090909361839294,0.09325678646564484,0.09390600770711899,0.0926339253783226,2021-09-25 23:34:52.121582
26,18.704125595092773,0.2193181812763214,0.219593808054924,0.2240239530801773,0.2154017835855484,2021-09-26 01:36:37.954299
36,14.120919262279164,0.16363635659217834,0.1638946831226349,0.16996629536151886,0.1584821492433548,2021-09-26 03:01:26.056780
46,7.376656246185303,0.027272727340459824,0.026892542839050293,0.027004128322005272,0.02678571455180645,2021-09-26 03:24:01.482428
56,164.24983021129262,0.03750000149011612,0.036830317229032516,0.0368303582072258,0.0368303582072258,2021-09-26 03:35:11.125502
66,3.2061254674738104,0.114772729575634,0.02794754132628441,0.4107142388820648,0.014508928172290325,2021-09-26 03:39:22.690574
76,2.8447022524746983,0.2238636314868927,0.0710684135556221,0.7142857313156128,0.0379464291036129,2021-09-26 03:44:16.031982
86,3.1332618019797587,0.15795454382896423,0.025783037766814232,0.3749999701976776,0.013392857275903225,2021-09-26 03:48:47.944834
96,2.833552546934648,0.21136364340782166,0.06784452497959137,0.5494047999382019,0.0368303582072258,2021-09-26 03:54:15.982704
106,3.1621943863955413,0.13409091532230377,0.028011202812194824,0.4285714030265808,0.014508928172290325,2021-09-26 03:59:14.355918
116,3.2442473194815897,0.0988636389374733,0.012923350557684898,0.1964285522699356,0.0066964286379516125,2021-09-26 04:04:13.280166
126,2.7485542730851606,0.2397727221250534,0.09333693236112595,0.6214285492897034,0.0513392873108387,2021-09-26 04:10:32.864210


