126,3.01,0.22,0.2,0.04,0.93,0.02,121.69679793299747,1.2169679793299748,6.892250592999517,0.8796645210004499
121,3.24,0.14,0.14,0.02,0.43,0.01,171.5266155899908,0.857633077949954,6.892250592999517,0.33312437400127237
116,3.24,0.13,0.14,0.02,0.38,0.01,232.56819915299002,0.7752273305099667,8.974974623999515,0.33312437400127237
111,3.03,0.22,0.21,0.03,0.82,0.02,355.7256115289829,0.8893140288224572,10.453806425999574,0.33312437400127237
106,2.93,0.25,0.23,0.05,0.93,0.03,475.94272543697207,0.9518854508739442,11.968185980998896,0.33312437400127237
101,3.26,0.14,0.13,0.01,0.43,0.01,550.3172460109554,0.917195410018259,13.004729906999273,0.33312437400127237
96,3.38,0.08,0.08,0.01,0.29,0.0,632.18130797096,0.9031161542442285,14.52922781000052,0.33312437400127237
91,3.06,0.21,0.2,0.03,0.86,0.02,775.0908892969592,0.9688636116211989,17.498638188999394,0.33312437400127237
86,3.24,0.13,0.14,0.02,0.43,0.01,882.6358984969693,0.9807065538855214,17.576749277999625,0.33312437400127237
81,3.29,0.12,0.12,0.01,0.29,0.0,984.0437671459649,0.984043767145965,18.86612148200038,0.33312437400127237
76,3.02,0.22,0.2,0.03,0.78,0.02,1127.8390194549675,1.025308199504516,20.57757875400057,0.33312437400127237
71,3.36,0.08,0.09,0.01,0.29,0.0,1249.920202191971,1.0416001684933092,21.601558712000042,0.33312437400127237
66,3.05,0.2,0.2,0.03,0.86,0.02,1584.6159919939773,1.2189353784569057,24.954803057999015,0.33312437400127237
61,3.14,0.18,0.17,0.02,0.5,0.01,1898.537366303969,1.3560981187885492,25.765624605000994,0.33312437400127237
56,3.15,0.18,0.16,0.02,0.43,0.01,2221.3925233529762,1.4809283489019842,26.86739183300051,0.33312437400127237
51,3.35,0.09,0.08,0.01,0.29,0.0,2353.8780148449723,1.4711737592781078,26.98041250999995,0.33312437400127237
46,3.1,0.18,0.18,0.02,0.71,0.01,2594.688516966976,1.5262873629217506,28.95709065400115,0.33312437400127237
41,3.13,0.17,0.17,0.03,0.78,0.01,867.0775974410012,8.670775974410013,23.664886686000045,8.162689230000069
36,3.17,0.15,0.16,0.03,0.92,0.01,1505.8810323340049,7.529405161670025,23.664886686000045,5.896591852999791
31,3.33,0.09,0.09,0.02,0.5,0.01,1643.5879728660038,5.478626576220012,23.664886686000045,1.0947681199995714
26,3.19,0.14,0.15,0.03,0.95,0.02,2075.868508885005,5.189671272212513,23.664886686000045,1.0947681199995714
21,3.21,0.14,0.15,0.03,0.81,0.01,2395.3694084440112,4.790738816888022,23.664886686000045,1.0947681199995714
16,3.2,0.13,0.14,0.03,0.76,0.01,2691.2612789740133,4.485435464956689,23.664886686000045,1.0947681199995714
11,3.18,0.14,0.15,0.03,0.85,0.02,3026.346016825013,4.323351452607161,23.664886686000045,1.0947681199995714
