126,0.1852,0.1818,0.029,0.7262,0.0148,94.80313519400124,0.9480313519400124,3.7342972920000648,0.6911976139999751,3.0958
121,0.1264,0.1239,0.0135,0.381,0.0069,126.61975095700245,0.6330987547850122,3.7342972920000648,0.2217180349998671,3.2359
116,0.081,0.0909,0.0135,0.5,0.0069,154.14829726200105,0.5138276575400035,4.410575666000113,0.18413651099990602,3.3635
111,0.1815,0.1943,0.0309,0.8333,0.0158,244.00339336899924,0.6100084834224981,5.764979407000283,0.18413651099990602,3.081
106,0.1196,0.1148,0.0178,0.4762,0.0091,285.3553288920002,0.5707106577840004,6.222215631999916,0.18413651099990602,3.2353
101,0.1312,0.1216,0.0135,0.4524,0.0069,330.4560465300001,0.5507600775500001,8.224589205999564,0.18413651099990602,3.2452
96,0.1753,0.1864,0.0244,0.7381,0.0124,430.4411256489984,0.6149158937842835,9.398598547999882,0.18413651099990602,3.0692
91,0.2116,0.1966,0.0333,0.7976,0.0171,525.529372043,0.65691171505375,9.398598547999882,0.18413651099990602,3.0416
86,0.106,0.1091,0.0113,0.4524,0.0057,578.5475142909968,0.6428305714344409,9.853960295999968,0.18413651099990602,3.2933
81,0.0915,0.0977,0.0088,0.3571,0.0045,629.304711972999,0.629304711972999,10.678684868000346,0.18413651099990602,3.365
76,0.1597,0.1682,0.0223,0.7857,0.0113,730.2594859580013,0.6638722599618193,11.882880312999987,0.18413651099990602,3.1297
71,0.1642,0.1659,0.0246,0.619,0.0126,1002.1256559679991,0.8351047133066659,14.45792901499999,0.18413651099990602,3.1286
66,0.0955,0.0977,0.0135,0.5,0.0069,1089.6251577219978,0.8381731982476905,14.45792901499999,0.18413651099990602,3.3557
61,0.3818,0.1216,0.0113,0.5238,0.0057,1406.1573598059954,1.0043981141471396,21.39891222099959,0.18413651099990602,3.4728
56,0.7182,0.0659,0.066,0.0668,0.0652,1900.0274865679917,1.2666849910453277,36.00738364100016,0.18413651099990602,68.2433
51,0.8781,0.1341,0.0754,0.405,0.0418,2819.719584117987,1.7623247400737418,50.62432076999994,0.18413651099990602,5.1339
46,0.8926,0.0534,0.0541,0.0544,0.0537,3957.286850309981,2.327815794299989,72.71994645599989,0.18413651099990602,25.1157
36,0.9892,0.4114,0.4107,0.4598,0.3713,4534.051784302001,45.34051784302001,61.85909465000077,44.65209017300003,3.3778
31,0.9878,0.1523,0.1539,0.1623,0.1464,9967.115380573989,49.835576902869946,80.47410205699998,44.65209017300003,11.7634
26,0.9903,0.7398,0.7386,0.7892,0.6944,16508.818609815004,55.02939536605001,112.48868487500295,44.65209017300003,0.9577
21,0.9852,0.0761,0.0732,0.0752,0.0713,20591.227721226,51.478069303065006,112.48868487500295,39.02753845999905,15.7751
16,0.9918,0.5159,0.5199,0.5502,0.4928,25557.03758000306,51.11407516000612,129.59420983100063,39.02753845999905,2.9721
11,0.9946,0.1852,0.1867,0.2184,0.1631,32146.70803852703,53.577846730878385,174.25998610899842,39.02753845999905,7.1704
