12,3.26,0.23,0.2,0.01,0.01,0.01,291.6962277099974,2.916962277099974,4.1581569259997195,2.526348723999945
11,3.07,0.18,0.21,0.02,0.02,0.02,592.5642331529966,2.962821165764983,4.1581569259997195,2.526348723999945
10,2.96,0.18,0.21,0.02,0.02,0.02,894.7326660349977,2.982442220116659,4.3903984889998355,2.526348723999945
9,3.01,0.17,0.2,0.03,0.03,0.03,1250.5447176720008,3.126361794180002,4.991423857999962,2.526348723999945
8,2.93,0.15,0.19,0.02,0.02,0.02,1654.5065901419994,3.3090131802839986,5.419618253999943,2.526348723999945
7,2.99,0.15,0.18,0.02,0.02,0.02,2077.8610790590037,3.4631017984316728,5.571754987000531,2.526348723999945
6,2.84,0.13,0.2,0.01,0.01,0.01,3733.9783812360047,5.33425483033715,17.62999571599994,2.526348723999945
5,2.88,0.13,0.19,0.01,0.01,0.01,5403.169006596002,6.753961258245003,18.937949313999525,2.526348723999945
4,2.99,0.12,0.2,0.0,0.0,0.0,7085.469918250999,7.872744353612221,18.937949313999525,2.526348723999945
3,1.72,0.36,0.49,0.26,0.26,0.26,8941.405275897994,8.941405275897994,21.512301334998483,2.526348723999945
