11,126,2.98,0.24,0.22,0.05,0.83,0.02,100.8363589589917,1.008363589589917,4.045210516000225,0.7416149329983455
11,121,2.22,0.44,0.35,0.15,0.87,0.08,179.8570226059892,0.899285113029946,6.3642033690011885,0.5301187010009016
10,116,8.98,0.52,0.09,0.09,0.09,0.08,296.34338624399606,0.9878112874799869,10.07667179300006,0.5301187010009016
10,111,1.87,0.69,0.45,0.42,0.65,0.31,509.0442966789997,1.2726107416974992,16.280012409000847,0.5301187010009016
9,106,2.72,0.41,0.24,0.13,0.75,0.07,2413.739760773011,4.827479521546022,41.90706355899965,0.5301187010009016
9,101,4.89,0.81,0.26,0.26,0.28,0.24,4376.664608973002,7.294441014955003,45.18800927899974,0.5301187010009016
8,91,2.93,0.48,0.21,0.15,0.68,0.09,1974.0593637229686,19.740593637229686,32.0835420519943,18.581203128997004
8,86,1.78,0.87,0.61,0.61,0.66,0.57,4008.729829127027,20.043649145635136,42.39737341900036,18.581203128997004
7,81,5.83,0.61,0.11,0.05,0.16,0.03,4444.538258964065,14.815127529880217,42.39737341900036,3.7204377759990166
7,76,1.7,0.96,0.6,0.61,0.67,0.57,4983.855565161015,12.459638912902538,42.45114949999697,3.7204377759990166
8,91,3.9,0.91,0.24,0.27,0.44,0.2,1966.2957904239593,19.662957904239594,32.40853980699467,18.810536591001437
8,86,1.79,0.89,0.58,0.58,0.66,0.52,4013.5768292869907,20.067884146434952,40.78446754500328,18.810536591001437
7,81,8.83,0.9,0.14,0.14,0.15,0.13,4459.227310758943,14.864091035863142,40.78446754500328,3.7528226649956196
7,76,3.99,0.96,0.49,0.49,0.51,0.47,5010.459028496938,12.526147571242346,43.11966557899723,3.7528226649956196
6,66,6.97,0.95,0.17,0.16,0.18,0.14,1354.2434058490012,13.542434058490011,38.22710590099996,12.289415725000254
5,61,9.78,0.9,0.12,0.11,0.12,0.1,2823.9831577450054,14.119915788725027,45.77319573400018,12.289415725000254
5,56,2.01,0.98,0.65,0.66,0.69,0.63,4637.539298105007,15.45846432701669,63.06972908800071,12.289415725000254
4,46,3.69,0.78,0.23,0.21,0.32,0.16,2155.5539858089887,21.555539858089887,48.14990742699956,20.56666493800003
3,41,3.14,0.31,0.13,0.0,0.0,0.0,6503.530315727994,32.51765157863997,86.11437729800127,20.56666493800003
3,36,2.35,0.99,0.69,0.69,0.71,0.67,11968.639324076985,39.89546441358995,117.13990368899977,20.56666493800003
3,26,6.32,0.94,0.2,0.19,0.23,0.17,6014.065259665999,60.14065259665999,107.52236527800005,58.57713832799982
3,21,10.3,1.0,0.15,0.15,0.15,0.14,12771.731344974998,63.85865672487499,121.41793461599991,58.57713832799982
3,16,2.27,1.0,0.61,0.62,0.65,0.59,21243.382218483002,70.81127406161,156.8435032919988,58.57713832799982
3,11,4.45,0.96,0.25,0.24,0.31,0.19,32475.713384460025,81.18928346115007,204.48476998899787,58.57713832799982
3,6,1.39,1.0,0.73,0.73,0.75,0.72,45416.874085629075,90.83374817125815,392.056142033005,58.57713832799982
