12,2.89,0.03,0.24,0.21,0.03,0.03,270.6052581869935,2.706052581869935,5.5268162909997045,2.512376998000036
11,2.97,0.02,0.18,0.19,0.02,0.02,578.1958347169966,2.890979173584983,5.5268162909997045,2.512376998000036
10,2.94,0.03,0.18,0.2,0.03,0.03,892.666829739992,2.9755560991333065,5.5268162909997045,2.512376998000036
9,2.9,0.03,0.15,0.17,0.03,0.03,1247.5292508279945,3.118823127069986,5.5268162909997045,2.512376998000036
8,3.01,0.03,0.14,0.19,0.03,0.03,1674.4051971979934,3.348810394395987,6.2965609099992434,2.512376998000036
7,3.03,0.03,0.13,0.16,0.03,0.03,2094.0824832279886,3.490137472046648,6.2965609099992434,2.512376998000036
6,2.82,0.01,0.13,0.22,0.01,0.01,3748.1021678379566,5.354431668339938,18.202304641999945,2.512376998000036
5,2.76,0.01,0.13,0.21,0.01,0.01,5454.066479585979,6.817583099482474,18.434473868997884,2.512376998000036
4,2.76,0.01,0.13,0.22,0.01,0.01,7144.7321129709835,7.9385912366344265,18.819440187999135,2.512376998000036
3,1.68,0.32,0.34,0.52,0.32,0.32,8998.220648192988,8.998220648192987,20.68517971700203,2.512376998000036
