6,17.455606909359204,0.1875,0.18845234811306,0.20018276572227478,0.17830882966518402,2021-09-24 00:29:31.783248
16,9.385737783768597,0.23713235557079315,0.22795283794403076,0.2381438910961151,0.21875,2021-09-24 01:20:45.766859
26,7.45044683007633,0.31066176295280457,0.308927983045578,0.33538544178009033,0.2867647111415863,2021-09-24 02:31:54.039320
36,22.74024716545554,0.14889705181121826,0.14665281772613525,0.1502363085746765,0.14338235557079315,2021-09-24 03:22:05.401694
46,29.725815380320828,0.022058824077248573,0.02211715281009674,0.02217741869390011,0.022058824077248573,2021-09-24 03:33:58.034957
56,33.33654796375948,0.056985292583703995,0.05704360455274582,0.05710388720035553,0.056985292583703995,2021-09-24 03:39:48.728173
66,3.2767558097839355,0.12132352590560913,0.010182894766330719,0.06862745434045792,0.005514706019312143,2021-09-24 03:41:50.805648
76,3.1160820652456844,0.17279411852359772,0.020773224532604218,0.21568626165390015,0.011029412038624287,2021-09-24 03:44:16.230185
86,3.215063782299266,0.11764705926179886,0.017313018441200256,0.18627449870109558,0.009191176854074001,2021-09-24 03:46:28.441100
96,3.033637088887832,0.19485294818878174,0.020878080278635025,0.2450980246067047,0.011029412038624287,2021-09-24 03:49:09.550000
106,3.193749834509457,0.13235294818878174,0.017313018441200256,0.18627449870109558,0.009191176854074001,2021-09-24 03:51:33.616481
116,3.26263232792125,0.0992647036910057,0.013747956603765488,0.12745097279548645,0.007352941203862429,2021-09-24 03:53:58.034184
126,2.9909227876102222,0.2077205926179886,0.031176816672086716,0.3529411554336548,0.016544118523597717,2021-09-24 03:57:07.466774
